"rooms","floor","owner","price","floors","square","city","address","new"
3,12,"Сильвестр Викентьев",8229244,21,47.04,"Вилюйск","ул. Купавенский М. 231",0
1,2,"Вета Гандлевская",952029,7,14.98,"Скопин","ул. Моршанская 166",1
1,1,"Джессика Федотьева",879536,4,17.05,"Вилюйск","ул. Водопьянова 1303",1
2,1,"Добрыня Потапьев",4338177,9,31.45,"Северо-Курильск","Аллея Яуза Платформа 1088",1
1,12,"Ярина Лукина",2976454,15,16.95,"Северо-Курильск","ул. Самокатная 33",1
1,7,"Тора Абдуллаева",1002008,20,14.0,"Юрюзань","Аллея Елоховская 131",1
1,8,"Сафия Пчёлкина",250264,17,10.96,"Канаш","ул. Докукина 1048",0
13,6,"Семён Астахов",51960067,19,220.13,"Канаш","Аллея Старо-Петровско-Разумовская 1111",1
3,5,"Бьянка Князева",4187642,10,29.17,"Канаш","ул. Джанкойская 744",1
7,12,"Евстафий Ивлев",7256370,25,98.54,"Муравленко","Аллея Академика Александрова 1293",0
2,3,"Фелиция Мозгова",3283746,9,26.89,"Северо-Курильск","ул. Маршала Тухачевского 291",1
1,4,"Викентий Вихров",425664,8,15.07,"Димитровград","Аллея Костянская 185",0
1,8,"Магда Долотина",618785,22,16.39,"Собинка","ул. Звенигородское 847",0
3,8,"Адель Митрофаньева",1536406,20,29.68,"Муравленко","Аллея Молчановка М. 60",0
4,5,"Фарида Лаврина",12645002,13,62.97,"Канаш","ул. Измайловский Вал 1222",0
1,11,"Альвиан Воробьёв",302324,12,11.53,"Юрюзань","Аллея Нижние Поля 286",1
1,1,"Евдоким Гладков",288752,3,12.02,"Дмитриев-Льговский","Аллея Гнездниковский М. 65",0
2,14,"Нестор Алипов",5358618,15,39.08,"Юрюзань","Аллея Индустриальная 296",0
1,1,"Нинель Мозгова",1625008,1,17.24,"Димитровград","Аллея Каширская 790",0
3,7,"Артемий Галковский",4778926,11,48.53,"Северо-Курильск","ул. Константина Симонова 758",1
1,15,"Виктор Купреянов",1475396,22,17.89,"Муравленко","ул. Кубинка 758",0
1,7,"Фока Аникеев",2940134,14,18.5,"Вилюйск","Аллея Пушечная 338",0
1,7,"Нана Моисеева",374366,12,10.0,"Северо-Курильск","Аллея Новый Арбат 675",0
5,3,"Поликарп Соколов",7471802,15,49.22,"Собинка","ул. Новочеркасская 134",0
6,10,"Аполлинария Варшавская",8476023,12,66.55,"Дмитриев-Льговский","Аллея Новодевичьего Монастыря 1167",0
3,21,"Томирис Ананьева",3735617,24,39.32,"Канаш","Аллея Новоостанкинская 3-я 296",0
1,7,"Кузьма Журавлёв",447539,18,11.78,"Вилюйск","Аллея Тишинский Ср. 174",0
1,5,"Иуда Нетребо",345009,7,11.33,"Юрюзань","Аллея Ховрино 552",0
5,1,"Виталий Кисин",14649270,2,94.69,"Муравленко","Аллея Бутовская Б. 20",0
1,3,"Руслан Егорьев",1176879,20,15.87,"Вилюйск","ул. Центросоюзная 1322",0
1,5,"Евграф Алипов",390384,24,13.88,"Канаш","Аллея Кадомцева 310",0
4,8,"Потап Дубаев",5487029,21,43.85,"Собинка","ул. Елизаветинская 37",0
2,18,"Энже Жуликова",2884917,24,28.46,"Собинка","ул. Рублево 1082",0
3,1,"Джессика Амвросова",7987621,1,52.58,"Муравленко","ул. Фалеевская 1266",0
7,6,"Ивета Терешкова",6428275,13,77.65,"Димитровград","ул. Копьевская 180",0
1,20,"Роза Беломлинская",2081844,25,16.95,"Юрюзань","ул. Цветной 397",0
1,5,"Тарас Мережковский",3049091,18,17.74,"Северо-Курильск","Аллея Генерала Рычагова 626",0
5,10,"Филат Кононов",9272412,11,63.05,"Муравленко","Аллея Красной Сосны 13-я 407",0
6,9,"Капитон Далин",16468807,20,114.07,"Скопин","ул. Верхоянская 363",0
1,3,"Лукерья Ершова",271160,8,11.6,"Дмитриев-Льговский","ул. Мясницкие Ворота 1013",0
2,6,"Иннокентий Богоявленский",5697639,15,38.42,"Скопин","ул. Радищевская Ниж. 1066",0
6,4,"Жансая Анурова",13343329,16,90.57,"Вилюйск","ул. Космонавта Волкова 1029",0
1,6,"Гульшат Пескова",796042,13,16.63,"Скопин","ул. Хорошевское 1134",0
1,3,"Алексей Алпатов",537494,23,10.26,"Северо-Курильск","ул. Сколковское 628",0
3,9,"Гоар Лидская",4872661,25,35.76,"Северо-Курильск","ул. Федорова 122",0
3,7,"Варлам Потапов",9248582,12,51.39,"Канаш","Аллея Андроньевская Б. 1276",0
1,1,"Элина Елизарьева",3358614,13,18.02,"Муравленко","ул. Покрышкина 1172",0
4,5,"Наоми Микитова",13433834,19,76.49,"Канаш","Аллея Бусиновская Горка 311",1
1,3,"Раяна Труфанова",778397,8,12.54,"Скопин","Аллея Толбухина 463",0
1,9,"Арабелла Амарантова",1803365,17,14.97,"Скопин","ул. Земляной Вал 1218",0
2,9,"Пахомий Артамонов",5839733,19,37.77,"Вилюйск","Аллея Волков 686",1
8,5,"Ирада Аристова",22709312,23,128.1,"Димитровград","ул. Златоустовская 348",0
5,7,"Зита Фурманова",10491448,17,84.59,"Дмитриев-Льговский","ул. Рахмановская 702",0
1,8,"Лукерья Абакумова",1197868,16,20.05,"Димитровград","ул. Дальная 439",1
4,8,"Евгений Офросимов",5452862,10,69.35,"Муравленко","Аллея Кривоникольская 840",0
1,2,"Доминика Медкова",1558656,4,18.86,"Вилюйск","Аллея Калашная 1152",1
1,1,"Гульзира Чернева",254525,15,10.0,"Канаш","ул. Шмитовская 1281",0
1,4,"Борис Королев",2257602,24,14.87,"Дмитриев-Льговский","Аллея Афанасьевский М. 75",0
1,3,"Юрий Ганичев",1032444,19,11.54,"Канаш","Аллея Лапина 141",0
4,7,"Августина Африкантова",3626953,11,39.55,"Дмитриев-Льговский","ул. Симоновская 360",0
1,1,"Светлана Белозерова",408893,1,10.69,"Северо-Курильск","Аллея Барашевская 1305",1
1,1,"Иллирика Китова",2021603,4,16.78,"Скопин","Аллея Петровско-Разумовский Стар. 1267",0
2,12,"Аполлинария Сорокина",4011226,13,28.14,"Димитровград","ул. Савельева 594",0
1,16,"Александр Евстифеев",1017607,20,15.25,"Юрюзань","Аллея Солянка 1000",1
1,14,"Александр Бакланов",2697871,19,17.34,"Юрюзань","ул. Дьяково Городище 2-я 126",1
2,8,"Мирослав Винтилов",5355836,9,37.83,"Канаш","ул. Плеханова 627",0
1,19,"Виктория Жулина",636463,22,17.23,"Канаш","ул. Никитинская 669",1
3,18,"Полина Зиновьева",2242066,22,38.73,"Вилюйск","ул. Скотопрогонная 886",0
6,3,"Яков Асафов",15539000,4,103.73,"Димитровград","ул. Новокузнецкая 1362",0
1,6,"Анаит Солнцева",267717,20,12.97,"Юрюзань","ул. Лукинская 1215",0
1,5,"Владислава Дубина",1640627,15,14.95,"Северо-Курильск","Аллея Полтавская 1017",0
1,3,"Агата Северянина",865346,6,17.61,"Вилюйск","Аллея Предтеченский Б. 687",0
1,3,"Гульшат Корчагина",1630883,7,18.65,"Дмитриев-Льговский","ул. Машкова 759",1
3,9,"Флорентина Богомякова",3352640,16,36.24,"Муравленко","ул. Сибирская 626",0
1,5,"Пров Леонидов",640222,19,14.72,"Скопин","ул. Карелин 825",0
2,1,"Лукьян Архипов",2534500,2,33.39,"Муравленко","ул. Зоологическая 126",0
3,9,"Авдей Быченко",2686794,14,33.9,"Муравленко","ул. Дубравная 1364",0
4,17,"Станислав Федотов",8398135,18,59.37,"Северо-Курильск","Аллея Федосьино 987",0
1,6,"Прохор Тихон",1850429,8,17.56,"Вилюйск","Аллея Северная 1-я 269",0
3,4,"Гордей Мануйлов",2606701,16,35.07,"Муравленко","Аллея Шлюзовая 661",1
1,3,"Конон Визбор",2916009,10,19.75,"Дмитриев-Льговский","Аллея Гурьевская 81",0
4,8,"Степан Парамонов",8099491,21,60.55,"Муравленко","Аллея Ермолаевская 217",0
4,2,"Флориана Полуяхтова",7653088,5,52.8,"Северо-Курильск","ул. Каширская 436",0
1,2,"Инна Некрасова",322687,9,13.68,"Вилюйск","Аллея Балаклавская 1164",0
2,24,"Мирослав Марлинский",3960540,25,27.33,"Канаш","Аллея Климашкина 1108",0
2,4,"Куприян Латынин",4280425,12,39.47,"Канаш","ул. Новоясеневская 24",0
9,2,"Жасмин Парфеньева",22285549,15,144.35,"Северо-Курильск","Аллея Афанасьевский Б. 237",0
3,2,"Евграф Еремеев",11220116,18,56.02,"Северо-Курильск","ул. Красноярская 1161",0
1,2,"Митрофан Битов",789539,3,17.94,"Северо-Курильск","Аллея Тихомирова 363",0
1,1,"Иван Болучевский",1784476,6,19.83,"Димитровград","ул. Тараса Шевченко 999",0
2,3,"Каре Полуектова",6162205,14,34.26,"Скопин","ул. Изваринская 860",1
3,3,"Олег Додолев",5646597,25,52.51,"Скопин","ул. Ейская 52",1
1,6,"Артур Шахмагонов",1539579,9,12.37,"Муравленко","Аллея Татарский М. 1238",1
2,15,"Венера Офросимова",5044695,24,31.14,"Муравленко","Аллея Сеченовская 24",1
1,4,"Николай Эйсмонт",2404473,5,16.03,"Скопин","ул. Ермолаевская 1320",0
1,1,"Паисий Марковчин",429040,1,15.04,"Скопин","Аллея Машиностроения 2-я 1180",0
2,5,"Марианна Белякова",6173642,6,32.19,"Скопин","Аллея Доватора 105",0
1,1,"Ляля Витязева",2101408,18,15.39,"Канаш","Аллея Мытищинская 2-я 726",1
3,1,"Ира Суханова",10407776,6,51.54,"Димитровград","Аллея Шлюзовая 466",1
1,10,"Диана Андрусова",770797,25,14.46,"Муравленко","Аллея Старогавриковская 267",0
3,1,"Тимофей Овдокимов",2328056,12,37.22,"Муравленко","ул. Переяславская 1073",0
3,4,"Виола Лугинова",7496729,19,48.25,"Димитровград","Аллея Гвардейская 732",0
1,1,"Виталий Кононов",1802585,2,14.79,"Муравленко","ул. Васильевский Спуск 852",0
6,6,"Кристина Эмина",6580513,12,87.57,"Скопин","Аллея Наташи Качуевской 1129",0
1,6,"Акакий Омельянов",4190218,15,21.09,"Димитровград","ул. Власьевский Б. 683",0
9,4,"Нана Живетьева",34063099,9,153.64,"Муравленко","ул. Овчинниковский Б. 188",0
6,4,"Валерий Харитонов",19305338,5,91.85,"Юрюзань","ул. Верхняя 684",0
6,10,"Мариям Ефимова",10281207,16,74.69,"Муравленко","Аллея Крапивенская 124",0
5,3,"Шейла Булгакова",7271227,20,85.59,"Юрюзань","ул. Заозерная 762",0
3,1,"Севастьян Есин",2778536,4,31.86,"Скопин","Аллея Радиальная 5-я 918",0
1,1,"Симона Подушкова",983801,1,11.6,"Вилюйск","Аллея Симоновская 588",0
3,6,"Авдотья Кандаурова",7317345,12,43.54,"Скопин","ул. Щербинка 206",0
5,1,"Виталий Панфилов",8344146,1,59.61,"Скопин","Аллея Кабельная 4-я 935",1
1,11,"Нея Крусанова",2124204,17,16.88,"Канаш","Аллея Оршанская 956",1
2,11,"Рамина Дубинина",6319245,14,34.96,"Димитровград","ул. Алексеевский Пост 1155",0
5,11,"Соня Полевая",11125816,16,75.07,"Дмитриев-Льговский","Аллея Полуярославский М. 803",0
7,3,"Сандра Ганичева",9486332,7,76.19,"Муравленко","ул. Екатерининская М. 134",0
7,11,"Константин Эренбург",6873406,23,98.07,"Собинка","Аллея Захарковская 1-я 336",0
1,7,"Евстафий Кассиль",909903,13,12.72,"Канаш","ул. Луховицкая 599",1
1,15,"Тея Юдова",1864436,23,13.43,"Димитровград","Аллея Гарибальди 173",0
1,16,"Влас Кобзев",908140,17,16.42,"Димитровград","Аллея Маршала Жукова 1243",1
6,3,"Вавила Капнист",10080186,6,85.43,"Северо-Курильск","Аллея Карьер 861",0
1,4,"Евгений Пепперштейн",574255,19,13.89,"Вилюйск","ул. Тверская-Ямская 1-я 211",0
1,3,"Трофим Бушин",281833,6,10.0,"Дмитриев-Льговский","ул. Остоженка 1279",0
6,10,"Авксентий Донецкий",9961769,23,83.96,"Юрюзань","Аллея Саляма Адиля 853",0
1,8,"Семён Крячко",1116925,14,11.68,"Дмитриев-Льговский","ул. Гончарная 179",0
7,7,"Марианна Панаева",15208007,8,99.16,"Муравленко","ул. Губкина 239",0
2,1,"Ираклий Казимиров",4744766,2,30.2,"Вилюйск","Аллея Юровская 1020",0
1,11,"Анаит Сорокина",1380133,17,12.78,"Собинка","ул. Кривоколенная 1399",0
5,2,"Зарема Ермилина",14586318,5,85.03,"Вилюйск","ул. Волховская 39",0
4,15,"Антон Работников",3869122,17,39.89,"Канаш","ул. Приозерная 1370",0
1,2,"Николай Тургенев",1648988,19,14.11,"Юрюзань","ул. Марии Ульяновой 895",0
2,13,"Тихон Попугаев",3835111,16,25.8,"Муравленко","Аллея Досфлота 184",1
2,12,"Олеся Арсенова",5286872,21,38.26,"Юрюзань","ул. Климентовская 922",0
1,4,"Дженна Евстифеева",985737,12,14.62,"Канаш","ул. Огородная Слобода 952",0
1,1,"Онисим Фатеев",266384,1,10.0,"Канаш","Аллея Кутузова 1262",1
1,13,"Антонин Чванов",808271,23,10.28,"Скопин","Аллея Саперная 1331",0
2,9,"Антонина Капустина",5721412,11,37.27,"Канаш","ул. Певческая 1295",0
1,22,"Джессика Бабикова",337892,23,13.24,"Димитровград","ул. Дорогобужская 130",0
4,1,"Дарина Антонова",8792137,1,51.8,"Канаш","ул. Банная 324",0
1,13,"Альбина Валетова",3162400,25,18.15,"Вилюйск","ул. Сверчков 340",1
5,4,"Лола Зуева",5988579,20,70.43,"Вилюйск","ул. Горчакова 403",1
2,1,"Симона Караулова",5891290,1,30.0,"Юрюзань","Аллея Искры 286",0
1,3,"Венедикт Логинов",1802367,4,13.17,"Юрюзань","Аллея Денежная 432",1
2,4,"Валентин Немцов",5241513,7,29.85,"Димитровград","ул. Генерала Дорохова 313",0
1,12,"Фирс Серебренников",309045,20,10.6,"Вилюйск","Аллея Маршала Неделина 319",1
1,7,"Никифор Протоклитов",478575,8,14.14,"Вилюйск","Аллея Нежинская 557",0
1,7,"Протасий Путин",543190,13,14.33,"Скопин","Аллея Бородинская 1-я 190",0
2,5,"Авксентий Липскеров",5090981,19,33.18,"Вилюйск","Аллея Ананьевская 170",0
1,15,"Саломея Аверкиева",540908,17,16.18,"Муравленко","ул. Давыдковская 570",0
1,5,"Алексей Мурманцев",434461,8,10.0,"Вилюйск","ул. Связистов 552",0
1,1,"Лилиана Фокина",941893,3,11.63,"Северо-Курильск","Аллея Молжаниновская 87",0
1,7,"Ираклий Питиримов",743026,16,10.0,"Северо-Курильск","Аллея Садовая 143",0
1,1,"Цецилия Берестова",2349894,18,16.45,"Скопин","ул. Красных Зорь 222",0
2,12,"Камилла Нехорошева",7594772,20,35.7,"Муравленко","Аллея Пудовкина 221",0
1,14,"Хюррем Слепухина",1432713,16,14.87,"Скопин","Аллея Факельный М. 604",0
2,10,"Роза Радугина",3952324,18,36.81,"Муравленко","ул. Хордовая 388",1
1,2,"Таяна Бенедиктова",478471,11,14.13,"Скопин","ул. Набережная 1180",0
1,5,"Эльвина Гурская",2787581,10,18.55,"Собинка","Аллея Мартина Лютера Кинга 239",0
2,5,"Семён Табатчиков",1809134,7,23.38,"Северо-Курильск","ул. Минская 878",1
1,10,"Дженна Лебедева",942302,23,11.86,"Юрюзань","ул. Волоколамский Б. 186",0
1,10,"Евсей Фурманов",1473361,17,16.67,"Муравленко","Аллея Новорублевская 2-я 69",1
1,21,"Августина Буровская",1237886,23,15.11,"Канаш","Аллея Шебашевская 723",0
4,3,"Айару Артамонова",5112520,5,47.16,"Вилюйск","ул. Внуковское 185",0
1,1,"Даниил Перцев",355527,2,12.15,"Вилюйск","ул. Терехово 616",1
2,12,"Якун Кожевников",2374223,21,27.64,"Канаш","Аллея Петра Алексеева 91",1
3,2,"Виолетта Дорофеева",9395652,6,46.4,"Вилюйск","ул. Еготьевская 573",0
1,11,"Валерий Василенко",809682,19,11.85,"Собинка","Аллея Дмитрия Донского 186",1
2,1,"Джессика Симонова",2946877,11,23.74,"Северо-Курильск","ул. Жигулевская 756",1
2,1,"Тина Агеева",1460035,5,21.9,"Дмитриев-Льговский","ул. Орлово-Давыдовская 409",1
1,7,"Зухра Зыкова",1606467,23,14.51,"Муравленко","Аллея Будайская 980",0
1,8,"Алтын Ларионова",1421405,14,12.06,"Скопин","ул. Абельмановская 552",0
1,3,"Афанасий Филков",1557967,7,16.98,"Канаш","ул. Переведеновская Нов. 559",1
4,7,"Авксентий Можаев",7023489,8,54.62,"Вилюйск","ул. Новокуркинское 740",1
1,10,"Марфа Власова",637594,23,13.13,"Собинка","ул. Коммунарская 143",0
4,22,"Лукий Зуев",6080951,23,42.79,"Муравленко","ул. Академика Люльки 1339",0
4,16,"Антонин Мягков",8184320,19,44.86,"Скопин","Аллея Щербакова 855",0
1,6,"Авдей Перцев",1105891,19,11.37,"Собинка","ул. Лавочкина 1081",0
2,1,"Каре Попова",2340914,3,24.92,"Северо-Курильск","Аллея Протопоповская 423",0
1,13,"Христофор Гогуа",2674619,15,17.97,"Дмитриев-Льговский","Аллея Южнобутовская 468",0
4,1,"Аля Тарусова",12889866,1,69.76,"Вилюйск","Аллея Декабрьская Б. 1204",0
1,4,"Сильвестр Неклюдов",2778725,10,18.79,"Муравленко","ул. Литвина-Седого 42",1
1,3,"Хрисанф Чернышевский",2100034,13,16.4,"Собинка","ул. Ратная 1227",1
3,15,"Флорентина Фионина",10129210,22,48.14,"Собинка","Аллея Пришвина 504",0
