"rooms","address","floors","square","city","new","owner","floor","price"
1,"Аллея Северная 7-я 169",1,11.58,"Чебоксары",0,"Евграф Фенев",1,573568
5,"Аллея Оленья Б. 585",3,79.38,"Плёс",0,"Прокопий Журавский",2,11035442
1,"ул. Новые Черемушки 29-30 600",20,14.02,"Плёс",1,"Афанасий Баскаков",1,1837062
4,"ул. Строгановская 912",22,44.0,"Кумертау",1,"Алексей Кабанов",6,7959342
5,"ул. Композиторская 724",11,50.72,"Плёс",1,"Гульшат Писемская",7,8359939
1,"Аллея Тепличная 1321",1,10.0,"Кумертау",0,"Карина Родионова",1,371058
2,"Аллея Дорогомиловская М. 1161",3,22.76,"Бикин",1,"Геннадий Анкудинов",1,2074892
2,"ул. Покровские Ворота 571",20,23.31,"Бикин",0,"Потап Чиж",16,3235893
2,"Аллея Белы Куна 1049",21,28.44,"Киренск",1,"Рикарда Щекина",12,2020507
1,"ул. Марьиной Рощи 4-я 619",13,14.74,"Кумертау",1,"Емельян Фонвизин",11,432200
7,"ул. Крестовоздвиженская 541",20,104.67,"Шумиха",1,"Станислав Москвин",8,22440047
4,"Аллея Полосухина 101",15,47.4,"Киренск",0,"Олег Ремнёв",9,8504616
4,"ул. Маршала Федоренко 779",6,48.94,"Чебоксары",0,"Герман Василов",1,6259974
5,"ул. Энтузиастов 2-я 1049",25,63.18,"Чебоксары",0,"Кузьма Захарьев",24,7956792
4,"Аллея Братцевская 649",20,66.67,"Чебоксары",1,"Агунда Римская",16,12844793
1,"ул. Маршала Бирюзова 890",19,12.46,"Бикин",1,"Зита Бородина",8,330455
5,"ул. Дунаевского 1076",25,85.08,"Бикин",0,"Диана Аверкиева",2,14115901
1,"Аллея Бурцевская 611",1,17.63,"Бикин",1,"Таисия Мелихова",1,3008855
1,"Аллея Генерала Рычагова 647",17,14.99,"Ярцево",0,"Августа Авсеева",5,2436277
2,"Аллея Зенитчиков 891",6,23.8,"Шумиха",0,"Евстафий Белозеров",4,1198116
1,"ул. Капранова 755",5,19.3,"Киренск",0,"Владлен Хаустов",2,3459243
4,"Аллея Карачаровское 879",9,74.8,"Кумертау",0,"Сажида Антипова",6,8092354
1,"ул. Полковая 738",13,15.52,"Киренск",0,"Юна Покровская",7,2197902
1,"ул. Воронцовский Парк 141",11,16.68,"Кумертау",0,"Иулиан Грунин",1,2656820
6,"Аллея Фомичевой 1236",16,113.54,"Ярцево",0,"Таисия Николаева",3,18213933
9,"ул. Красносолнечная 1295",25,153.99,"Таштагол",0,"Кондрат Мамонтов",18,23643755
1,"ул. Академика Скрябина 872",6,15.87,"Шумиха",0,"Порфирий Серафимович",3,952336
6,"ул. Очаковская Б. 767",9,79.08,"Ярцево",0,"Мелентий Колобов",1,9411953
1,"Аллея Ковылинская 690",1,15.85,"Таштагол",0,"Филимон Тюльпанов",1,2458307
1,"Аллея Поликарпова 942",2,10.28,"Шумиха",0,"Раяна Грина",1,1060796
1,"ул. Каретный Ср. 1277",3,15.97,"Дорогобуж",1,"Ляйсан Мамонтова",1,464746
1,"Аллея Головинское 266",4,13.06,"Плёс",0,"Иннокентий Арро",2,344620
1,"Аллея Богатырская 3-я 1146",10,14.77,"Киренск",0,"Геннадий Лактионов",2,2033886
1,"Аллея Внуковская 1-я 543",22,19.53,"Шумиха",0,"Игорь Басинский",16,1777711
1,"ул. Дыбенко 1305",10,18.08,"Киренск",0,"Артём Соловьёв",8,3393937
1,"ул. Загорьевская 1016",4,10.0,"Киренск",0,"Матвей Бавильский",3,820434
2,"ул. Новодевичая 835",17,30.85,"Плёс",0,"Пётр Юровских",10,5821558
1,"ул. Кленовая 300",19,15.26,"Таштагол",0,"Флориана Цепова",5,1229943
1,"ул. Овражная 1234",3,11.44,"Киренск",0,"Архипп Симеонов",1,311395
4,"Аллея Производственная 348",16,45.47,"Шумиха",1,"Иуда Евплов",14,3611800
4,"Аллея Гоголя 758",11,50.59,"Чебоксары",0,"Лаврентий Савченко",3,7395818
1,"Аллея Хлебозаводская 397",18,14.85,"Таштагол",1,"Демид Родионов",15,490132
6,"ул. Хорошевская 376",9,61.03,"Плёс",0,"Харитон Берёза",2,4130921
3,"Аллея Паустовского 459",24,41.98,"Кумертау",1,"Алексей Лугинов",23,5068566
1,"Аллея Ордынский Б. 1005",6,14.86,"Киренск",0,"Зарина Земляная",5,1991152
3,"Аллея Кутузова 186",18,30.98,"Киренск",0,"Далида Замуткина",9,1366095
1,"Аллея Савелкинская 1285",5,14.41,"Киренск",0,"Сания Буровская",2,907807
1,"ул. Извилистая 1381",6,14.84,"Бикин",1,"Кара Молчанова",1,341651
1,"Аллея Академика Хохлова 205",4,12.12,"Ярцево",1,"Мелания Павлова",2,1327064
1,"Аллея Ялтинская 61",21,11.29,"Чебоксары",0,"Альвиан Гераскин",17,318370
1,"Аллея Новые Сады 11-я 31",16,12.26,"Плёс",0,"Сабрина Монастырская",9,502959
6,"Аллея Владимирская 3-я 349",20,82.71,"Плёс",0,"Эдуард Смольников",3,16352081
1,"Аллея Открытое 850",13,13.79,"Таштагол",1,"Савва Анастасов",11,1691773
1,"Аллея Новорязанская 751",7,17.23,"Таштагол",1,"Фёкла Павлинова",1,1932461
3,"Аллея Эльдорадовская 620",19,48.22,"Киренск",0,"Вячеслав Плотников",10,7211932
8,"Аллея Пименовская 387",6,128.0,"Бикин",1,"Лика Пахмутова",2,10978660
4,"Аллея Софьи Ковалевской 613",8,72.0,"Плёс",0,"Чеслава Пахомова",4,6870200
2,"Аллея Хвойная 1098",4,31.79,"Киренск",0,"Рена Панфильева",3,5027036
4,"ул. Еготьевская 1276",22,62.7,"Ярцево",0,"Алексей Неклюдов",15,4407887
3,"ул. Пяловская 485",11,56.92,"Таштагол",0,"Эсмира Шаламова",7,11739250
5,"ул. Новая Дорога 397",14,74.88,"Плёс",1,"Цветана Зыкова",11,10636635
2,"Аллея Внуково 761",10,33.44,"Кумертау",0,"Сауле Гальцова",9,5384308
11,"ул. Олений М. 737",9,154.07,"Бикин",0,"Юрий Плакидин",3,15050676
1,"ул. Красковская 632",20,13.75,"Чебоксары",0,"Никодим Авченко",2,1139252
5,"ул. Ипатьевская 448",23,72.13,"Кумертау",0,"Янина Рубина",16,13715492
5,"Аллея Боженко 758",13,86.73,"Чебоксары",1,"Наима Павловская",3,14373327
6,"Аллея Вересаева 159",16,62.13,"Бикин",0,"Зарина Гаврилина",14,2432832
3,"Аллея Инессы Арманд 817",17,44.07,"Чебоксары",0,"Лаврентий Грибанов",9,8073444
1,"ул. Костомаровская 125",7,15.08,"Бикин",1,"Лора Лазарева",1,1936702
5,"Аллея Петра Романова 1034",5,54.53,"Бикин",0,"Валентин Амвросов",3,6038665
1,"Аллея Ярцевская 143",2,17.25,"Кумертау",0,"Иосиф Свиридов",1,625188
1,"Аллея Городецкая 514",8,14.41,"Ярцево",0,"Цагана Марлинская",3,1650923
1,"Аллея Марьинская 1122",12,16.79,"Шумиха",1,"Салима Гладилина",10,924838
5,"ул. Генерала Белобородова 719",15,51.55,"Ярцево",0,"Леонид Белокуров",8,7021277
2,"ул. Новосущевская 1343",9,27.03,"Киренск",1,"Аделаида Ярина",2,2474264
3,"ул. Княжеская 47",3,47.48,"Плёс",0,"Трофим Муромский",1,10010006
8,"ул. Варварские Ворота 1118",12,152.71,"Ярцево",0,"Лев Крамаренко",3,21130034
1,"Аллея Торговая 680",12,12.07,"Бикин",0,"Архипп Гайдар",4,867327
1,"ул. Калужский М. 730",11,17.06,"Бикин",1,"Евсей Арепьев",10,810985
1,"ул. Автомоторная 352",12,17.13,"Кумертау",0,"Христофор Беседин",4,1469017
1,"ул. Фрязевская 363",13,19.77,"Дорогобуж",0,"Виссарион Некрасов",8,3404387
2,"Аллея Щелковская 1328",20,34.38,"Ярцево",1,"Божена Тургенева",3,5168293
4,"ул. Доватора 674",7,37.96,"Киренск",0,"Евстафий Молчанов",3,736243
1,"ул. Лазенки 3-я 751",2,18.04,"Плёс",0,"Амина Полянская",1,2221313
1,"ул. Толмачевский М. 904",3,13.64,"Киренск",1,"Мелания Шарова",1,326251
