"new","price","owner","square","floors","floor","address","city","rooms"
0,9285795,"Владислава Распутина",76.65,19,3,"Аллея Орджоникидзе 825","Озёры",5
0,10182364,"Фотий Кислицын",73.24,14,2,"ул. Сокольническая 3-я 448","Черноголовка",4
0,390866,"Климент Живаго",10.0,11,2,"Аллея Лыковская 1-я 252","Озёры",1
1,11578582,"Анфиса Кенжеева",77.23,16,2,"Аллея Логвиненко 547","Нягань",4
1,10336653,"Аполлинария Ефимова",55.16,21,17,"ул. Розы Люксембург 789","Озёры",5
1,1724989,"Назар Эмин",21.78,18,17,"ул. Коммунистическая 385","Озёры",2
1,13182977,"Мирон Победоносцев",66.54,13,9,"ул. Воронцово Поле 671","Бирюч",5
0,2189465,"Пётр Тютчев",16.42,17,1,"Аллея Елоховская 29","Озёры",1
1,293431,"Фариза Филонова",10.0,11,2,"ул. Еготьевская 1094","Бирюч",1
1,1818027,"Онуфрий Саватьев",13.79,4,2,"Аллея Орджоникидзе 265","Черноголовка",1
1,6084759,"Антонин Сакин",62.02,9,2,"ул. Инессы Арманд 342","Черноголовка",4
0,2586644,"Римма Шаламова",18.24,22,5,"Аллея Донбасская 420","Черноголовка",1
0,1965116,"Дамира Ерофеева",17.43,13,2,"ул. Синявинская 448","Нягань",1
1,326386,"Арсений Вахтин",10.0,21,5,"ул. Чоботовская 7-я 192","Черноголовка",1
1,3435411,"Милослава Шабалова",32.07,19,1,"ул. Тихвинская 1167","Озёры",3
1,1327920,"Варвара Геласимова",27.38,13,9,"ул. Раевского 615","Нягань",2
0,2458784,"Лера Кобрина",16.89,19,12,"Аллея Звенигородская 2-я 1263","Чегем",1
1,717584,"Герасим Бурмистров",12.71,20,4,"ул. Московско-Минской Дивизии 1316","Черноголовка",1
0,3123041,"Эдуард Аммосов",42.75,24,18,"ул. Аминьевское 490","Нягань",3
0,8915425,"Алла Поплавская",59.17,5,3,"Аллея Осенняя 1171","Черноголовка",5
0,1874207,"Ася Аннинская",19.77,13,7,"Аллея Тимура Фрунзе 848","Черноголовка",1
0,1745705,"Платон Смольников",31.7,5,3,"Аллея Розанова 1099","Озёры",3
1,46537169,"Глафира Иванова",207.28,19,14,"ул. Европы 1217","Тихвин",14
1,1752269,"Виктория Уткина",15.19,22,7,"Аллея Весковская 1362","Тихвин",1
0,5219269,"Мстислав Новиков",41.6,6,3,"ул. Чешихинская 218","Черноголовка",3
0,465943,"Агафон Бормор",18.3,12,11,"ул. Тверская-Ямская 1-я 1191","Чегем",2
0,966962,"Александр Леванидов",13.14,12,9,"ул. Заморенова 1322","Озёры",1
1,13451075,"Альфия Софроньева",103.51,5,2,"Аллея Народного Ополчения 1203","Тихвин",6
0,6124916,"Игнатий Зорич",52.1,24,6,"Аллея Новаторов 317","Черноголовка",3
1,15490342,"Тина Добродеева",68.58,1,1,"Аллея Княжекозловская 707","Нягань",4
0,9880612,"Матвей Тасбулатов",60.55,14,13,"Аллея Речников 767","Нягань",6
1,6559306,"Влада Богоявленская",39.05,25,1,"ул. Банковская 976","Чегем",2
0,2562615,"Глеб Назарьев",16.53,13,8,"ул. Банная 848","Бирюч",1
1,607248,"Глеб Булатов",11.47,23,1,"Аллея Скрябинская 276","Озёры",1
1,6751311,"Иакинф Павлов",63.55,16,12,"ул. Головинское 1267","Озёры",4
1,2254687,"Дарина Гладилина",14.57,13,4,"ул. Самаринская 2-я 350","Озёры",1
0,9680434,"Еремей Боченков",80.21,20,14,"Аллея Спасская Б. 636","Черноголовка",5
1,1280097,"Рузалия Анненкова",12.45,2,1,"Аллея Береговой 828","Тихвин",1
1,2824414,"Добрыня Горенштейн",18.46,1,1,"Аллея Переяславская Ср. 458","Черноголовка",1
0,2723558,"Асель Викторова",17.37,1,1,"Аллея Ленинская Слобода 406","Озёры",1
1,1255237,"Протасий Бацкалевич",15.76,12,6,"ул. Железногорская 474","Чегем",1
1,9036584,"Леонтий Ефимьев",92.2,3,2,"Аллея Академика Петрова 1391","Черноголовка",6
1,1494320,"Филипп Суворов",13.48,23,18,"ул. Минаевская 835","Бирюч",1
1,1321562,"Мавиле Кедрина",16.0,3,2,"ул. Саввинская 652","Нягань",1
0,2154579,"Стелла Чижова",18.68,17,16,"ул. Полярная 205","Тихвин",1
0,10539995,"Сауле Шаргунова",54.58,25,9,"ул. Аргуновская 474","Черноголовка",4
1,17396849,"Дмитрий Бочоришвили",150.98,11,1,"ул. Академика Королева 367","Тихвин",9
0,1756797,"Поликарп Долгих",19.45,3,1,"ул. Жужа 861","Бирюч",1
0,1436202,"Филат Долженко",14.6,23,6,"ул. Лялин 1349","Озёры",1
0,10536855,"Даниил Заболотских",80.25,25,6,"Аллея Двинцев 988","Озёры",8
0,1064823,"Ульяна Янина",15.59,10,4,"ул. Спасопесковская 1146","Бирюч",1
1,2751629,"Габриэлла Уткина",18.67,9,2,"Аллея Кабельная 4-я 751","Бирюч",1
0,1539792,"Денис Расторгуев",17.47,3,1,"Аллея Подрезковская 2-я 98","Нягань",1
0,829991,"Златослава Шолохова",12.37,5,2,"ул. Михайловская 467","Чегем",1
0,9217731,"Мелентий Скуратов",55.95,16,5,"Аллея Миллионная 446","Черноголовка",3
0,1291991,"Янина Хазанова",19.28,13,6,"ул. Квесисская 1-я 1193","Озёры",1
0,2392706,"Иван Вяземский",14.76,25,10,"Аллея Недорубова 235","Озёры",1
1,871940,"Беатрис Мягкова",13.59,13,2,"Аллея Мелитопольская 2-я 757","Нягань",1
1,2186692,"Снежана Долотина",15.82,18,14,"ул. Угрешская 432","Чегем",1
1,5551409,"Потап Одинцов",32.33,19,7,"ул. Адмирала Лазарева 247","Нягань",2
0,1151573,"Порфирий Обухов",15.92,3,1,"ул. Армянская 1219","Черноголовка",1
0,4615010,"Агунда Олимпиева",50.03,1,1,"Аллея Квесисская 2-я 879","Черноголовка",4
0,1605309,"Илья Щукин",13.4,12,11,"Аллея Новые Черемушки 32а 1317","Нягань",1
0,1137012,"Дамира Терентьева",11.41,20,3,"Аллея Фабричная 462","Бирюч",1
0,952951,"Самира Токарева",24.77,15,2,"ул. Институтская 1-я 951","Озёры",2
1,6867054,"Тарас Потапьев",40.38,12,6,"ул. Сухаревский Б. 17","Озёры",2
0,18075624,"Тихон Феоктистов",85.9,23,2,"ул. Подольская 214","Озёры",5
0,15013654,"Веста Юдина",80.93,22,8,"ул. Краснохолмская 955","Бирюч",5
0,6402389,"Асия Чурова",34.59,12,3,"ул. Международное 762","Черноголовка",2
1,3001668,"Степан Буровский",18.07,9,1,"Аллея Мансуровская 887","Озёры",1
1,10854226,"Лариса Амосова",72.47,25,1,"Аллея Краснокурсантская 263","Тихвин",4
0,7573188,"Валентин Прашкевич",52.1,25,1,"ул. Шверника 93","Нягань",4
1,258723,"Андрей Лепёхин",13.62,21,3,"Аллея Цандера 844","Нягань",1
1,3077439,"Гюзель Фурцева",18.94,21,20,"Аллея Пржевальского 881","Бирюч",1
0,1169467,"Лукьян Сапрыкин",12.89,3,1,"ул. Колесовой Елены 52","Тихвин",1
0,4332913,"Дильнара Крупнова",36.61,3,1,"Аллея Маршала Рокоссовского 786","Нягань",2
0,10414749,"Саломея Баранова",56.26,13,1,"Аллея Борисоглебская 198","Озёры",4
1,2096574,"Прокопий Златоустский",15.91,8,2,"ул. Чехова 1255","Тихвин",1
0,1831083,"Климент Данихнов",16.6,17,6,"Аллея Самаринская 388","Нягань",1
0,10513800,"Илья Ковшов",57.9,3,1,"Аллея Саратовская 1259","Бирюч",5
1,9071896,"Мирон Бабель",65.12,13,6,"ул. Новогиреевская 1356","Нягань",5
0,3543094,"Мина Добродеев",42.05,9,1,"ул. Маршала Бирюзова 597","Бирюч",3
1,9084256,"Любава Кудинова",75.44,1,1,"Аллея Сыромятническая Ниж. 1338","Нягань",7
1,19657821,"Кондрат Геласимов",97.8,23,16,"Аллея Трехгорный Ср. 1217","Черноголовка",5
0,392056,"Серафима Щеглова",15.81,8,2,"Аллея Заречье 1055","Бирюч",1
0,2222275,"Панкратий Кириллов",22.29,23,9,"Аллея Яблоневая 116","Нягань",2
1,731264,"Алла Евгеньева",10.34,4,2,"ул. Строгинская 391","Нягань",1
0,6710020,"Алексей Беленко",76.74,13,12,"Аллея Ле Зуана 390","Черноголовка",6
0,5364082,"Родион Шилов",54.85,20,15,"ул. Грузинская М. 955","Озёры",3
1,885629,"Кара Денисова",10.0,18,8,"Аллея Ангелов 570","Бирюч",1
0,14141285,"Артём Федулов",68.91,11,10,"ул. Бауманская 2-я 90","Нягань",4
