"new","price","floors","square","address","rooms","owner","city","floor"
1,4971958,1,56.37,"ул. Пятницкое 493",4,"Вавила Логинов","Куртамыш",1
1,2614587,14,19.35,"ул. Научная 203",1,"Юлианна Черчесова","Павловск",8
1,9061481,20,46.08,"ул. Наставническая 908",3,"Фотий Люсин","Павловск",11
1,1727997,15,18.81,"ул. Щербинка 1054",1,"Перизат Пелевина","Куртамыш",12
1,2738346,21,15.92,"Аллея Академика Павлова 48",1,"Эсмира Кузьмина","Светлогорск",16
1,5051658,23,29.43,"ул. Пугачевская 2-я 5",2,"Лев Медков","Павловск",20
1,4797687,19,48.54,"Аллея Мартыновская 1371",4,"Лолита Добролюбова","Куртамыш",2
1,3089750,3,17.42,"Аллея Сурская 628",1,"Нора Шарова","Чусовой",2
0,14327625,18,74.06,"Аллея Изваринская 403",5,"Софья Алимпиева","Тетюши",1
1,1215330,4,12.5,"ул. Пятницкое 926",1,"Есения Водденикова","Павловск",3
