"new","floor","owner","city","square","floors","price","rooms","address"
1,1,"Памела Чистова","Кулебаки",26.84,1,4315731,2,"ул. Лазенки 2-я 530"
0,5,"Руслан Шаргунов","Новый Оскол",105.78,8,8417960,7,"Аллея Чоботовская 11-я 852"
0,9,"Денис Мишустин","Новый Оскол",19.07,15,1413374,1,"ул. Косой 11"
1,13,"Ермолай Кетро","Кулебаки",17.34,17,2097568,1,"Аллея Потаповская 1062"
1,13,"Юлиан Канаев","Озёрск",106.87,14,14589444,7,"ул. Кабельная 4-я 1170"
1,20,"Степан Манылов","Юхнов",30.54,21,2337532,3,"Аллея Андреевка 510"
0,6,"Лаура Грибанова","Чусовой",49.22,23,6780206,3,"Аллея Боевская 2-я 1194"
0,9,"Всеволод Ивонин","Бакал",49.46,22,3857675,4,"ул. Техническая 523"
0,4,"Августина Панкратова","Лысково",50.4,20,7640676,3,"Аллея Копьевская 964"
1,12,"Сильвестр Горенштейн","Юхнов",53.17,19,10062877,4,"ул. Гнездниковский Б. 710"
1,1,"Адиля Петрова","Кулебаки",19.26,3,2608101,1,"ул. Волоколамское 952"
1,8,"Юрий Копелев","Юхнов",53.66,13,4265210,3,"ул. Кировоградская 1165"
1,7,"Есения Мясникова","Лысково",81.58,14,13089432,5,"ул. Полуярославский М. 1038"
0,3,"Дильназ Олейникова","Морозовск",18.44,5,3137225,1,"ул. Лизы Чайкиной 616"
0,4,"Созон Галковский","Новодвинск",39.44,15,6848052,2,"Аллея Тараса Шевченко 760"
0,8,"Мехри Ипатова","Лысково",83.07,15,8957217,5,"Аллея Шарля Де Голля 986"
1,5,"Пафнутий Пьецух","Морозовск",13.74,13,2013240,1,"Аллея Вишневая 1174"
1,6,"Айару Сухилина","Новодвинск",56.99,8,7220906,3,"Аллея Римского-Корсакова 150"
0,10,"Бажена Полуектова","Кулебаки",66.82,13,5455565,4,"ул. Линейная 296"
0,19,"Назар Щербин","Бакал",11.09,21,292334,1,"Аллея Захарковская 1-я 615"
0,6,"Якун Полиевктов","Озёрск",71.87,12,11638902,4,"Аллея Чукотская 755"
0,4,"Феруза Старикова","Юхнов",26.6,5,1067184,2,"ул. Александра Солженицына 986"
0,2,"Валентин Куликов","Новодвинск",17.74,17,2713446,1,"Аллея Дорожная 458"
0,1,"Матвей Первушин","Юхнов",90.39,8,18770205,7,"Аллея Салтыковская 263"
0,3,"Эдуард Тынянов","Новодвинск",16.14,8,1544571,1,"Аллея Головинское 79"
1,9,"Акакий Добролюбов","Бакал",12.26,24,530877,1,"ул. Богоявленская 751"
0,3,"Челси Зимина","Морозовск",22.96,19,1796772,2,"Аллея Чусовская 906"
1,5,"Магда Виноградова","Чусовой",44.84,22,6100361,4,"Аллея Ланинская 870"
0,4,"Архипп Пригожин","Юхнов",64.84,21,5229087,5,"Аллея Моревская 1123"
0,2,"Диля Лапина","Юхнов",42.67,4,8790530,3,"Аллея Летчика Бабушкина 1236"
0,1,"Роман Фонвизин","Юхнов",57.79,3,3792008,4,"Аллея Ляпидевского 1148"
1,3,"Хюррем Лыткина","Морозовск",26.87,24,2680107,2,"Аллея Палисадная 1227"
0,4,"Ефим Болотов","Новодвинск",84.8,6,10294610,5,"ул. Лобненская 769"
0,7,"Мирон Стругацкие","Морозовск",115.03,18,24566789,6,"Аллея Марии Ульяновой 233"
1,8,"Яков Жемчужников","Лысково",78.63,9,4243896,8,"Аллея Маршала Голованова 187"
1,8,"Никанор Дудин","Лысково",14.44,9,1123435,1,"ул. Гвоздева 105"
0,2,"Конон Никандров","Лысково",20.2,4,3411247,1,"ул. Золоторожский Верхн. 63"
0,1,"Филат Кобзев","Озёрск",15.83,13,695742,1,"Аллея Львова 520"
0,12,"Арабелла Марлинская","Бакал",12.42,20,980065,1,"ул. Полянка М. 233"
0,13,"Вячеслав Аркадьев","Морозовск",10.21,21,427501,1,"Аллея Обводное 1070"
0,15,"Рена Ефимьева","Новый Оскол",65.19,20,6392290,5,"ул. Салтыковская 381"
1,2,"Аделаида Кудрявцева","Чусовой",40.08,5,5279878,2,"Аллея Костянская 373"
0,8,"Степан Воддеников","Морозовск",13.45,12,1951496,1,"Аллея Алябьева 278"
0,14,"Анаит Савёлова","Морозовск",30.52,24,4732194,3,"Аллея Самеда Вургуна 192"
0,4,"Фазиля Стрелкова","Юхнов",71.84,5,13905850,4,"Аллея Каковинский М. 811"
1,10,"Юнона Любимова","Морозовск",46.96,14,3924123,3,"ул. Сандуновская 1357"
0,5,"Вадим Щепкин","Юхнов",18.82,6,1306242,1,"ул. Погорельская 1365"
0,4,"Аристарх Манулкин","Юхнов",10.58,6,498092,1,"ул. Поликарпова 57"
1,5,"Сила Личутин","Морозовск",14.94,8,2022392,1,"Аллея Энтузиастов 1-я 1388"
0,1,"Агафон Вонифатьев","Юхнов",52.58,2,6294465,4,"Аллея Байдукова 604"
1,11,"Сильвия Тёмкина","Чусовой",89.78,14,10712707,5,"ул. Радиальная 10-я 411"
0,18,"Спиридон Дёмушкин","Бакал",46.51,19,4268500,3,"Аллея Мастеркова 148"
0,1,"Егор Флегонтов","Новодвинск",16.14,5,1157023,1,"Аллея Байдукова 26"
0,6,"Назар Зонис","Озёрск",16.84,9,841908,1,"Аллея Свободной России 1255"
1,4,"Виктория Есина","Юхнов",93.63,5,13305569,5,"ул. Лермонтовская 146"
1,12,"Еремей Ломакин","Кулебаки",11.5,19,1157837,1,"ул. Утренняя 68"
0,3,"Хрисанф Люкин","Бакал",11.06,10,301681,1,"Аллея Николопесковский Ср. 548"
0,5,"Аполлинария Басырова","Кулебаки",47.87,7,6886587,3,"Аллея Дворцовая Левая 106"
0,12,"Игнатий Лагин","Чусовой",28.81,14,4088246,2,"Аллея Академика Тамма 38"
0,5,"Степан Ефимьев","Озёрск",95.72,11,8411816,5,"Аллея Волгоградская 334"
1,16,"Аркадий Родионов","Лысково",21.78,17,1180641,2,"Аллея Городянка 479"
1,11,"Савелий Сухилин","Новодвинск",10.76,21,543449,1,"ул. Радиаторская 3-я 27"
0,3,"Андрей Можаев","Чусовой",35.83,6,5617103,2,"ул. Симферопольская 1159"
0,5,"Самуил Меркурьев","Морозовск",19.63,9,3428579,1,"ул. Даниловский Вал 512"
0,3,"Глеб Аксёнов","Юхнов",90.19,4,16745910,5,"ул. Михайловский Верхн. Поперечная 425"
0,8,"Милена Созонтова","Бакал",91.92,15,15269439,6,"ул. Макеевская 973"
0,2,"Вадим Литаврин","Лысково",19.93,16,1966360,1,"Аллея Серебрякова 1076"
0,10,"Алиса Епимахова","Юхнов",14.79,23,1528948,1,"Аллея Радио 759"
1,11,"Богдан Светлов","Юхнов",15.21,13,2111305,1,"ул. Родниковая 704"
0,4,"Федора Козьмина","Лысково",16.82,24,1994987,1,"Аллея Академика Миллионщикова 470"
1,11,"Ефрем Далин","Юхнов",103.01,17,20776027,8,"ул. Николая Химушина 1329"
1,6,"Клара Сенчина","Морозовск",20.33,18,1529467,2,"Аллея Титова 1160"
0,12,"Георгий Гаврилин","Бакал",64.23,23,10449156,4,"Аллея Тюльпанная 959"
0,3,"Сила Боженко","Юхнов",16.74,4,1760678,1,"Аллея Чистая 166"
0,17,"Якун Серов","Морозовск",39.99,24,2626763,4,"ул. Веткина 143"
0,13,"Демьян Ешкилев","Лысково",30.3,24,4057557,3,"ул. Муравская 1-я 906"
0,6,"Спиридон Пастернак","Чусовой",14.13,9,1912286,1,"Аллея Зубовская 400"
0,8,"Юрий Савин","Бакал",47.04,16,6712061,4,"ул. Ташкентская 474"
1,23,"Венера Парфенчикова","Лысково",10.51,25,310412,1,"Аллея Ружейная 1302"
1,4,"Игнатий Сажин","Новодвинск",158.52,5,21729785,10,"ул. Даев 331"
0,1,"Михримах Нехорошева","Новодвинск",15.89,6,1406164,1,"Аллея Погодинская 948"
0,11,"Милица Горлова","Лысково",15.79,17,2005459,1,"ул. Щербакова 843"
0,3,"Пантелеймон Никтитин","Юхнов",19.09,5,2420475,2,"Аллея Мирской 153"
1,9,"Джиневра Мережковская","Кулебаки",16.72,16,1739217,1,"Аллея Зарайская 221"
1,6,"Влас Белов","Морозовск",17.45,18,1920455,1,"Аллея Заводская 692"
0,18,"Лира Ерофеева","Новодвинск",19.91,22,2112567,2,"Аллея Волков 570"
1,1,"Онуфрий Сапронов","Юхнов",10.0,3,279309,1,"ул. Пенягинская 358"
0,8,"Авксентий Боженко","Новый Оскол",21.33,25,1614895,2,"Аллея Стромынка 612"
0,2,"Тарас Пучков","Новый Оскол",16.08,6,1846557,1,"Аллея Кондрашевская 880"
0,4,"Богдана Болтышева","Лысково",19.28,16,2550119,1,"Аллея Никопольская 3-я 316"
0,1,"Виссарион Козлачков","Озёрск",15.33,2,2051696,1,"Аллея Марьиной Рощи 2-я 560"
0,4,"Капитон Вонифатьев","Юхнов",96.56,6,9316883,6,"Аллея Дубки 348"
0,11,"Геласий Устинов","Новодвинск",45.25,21,5654499,2,"Аллея Валдайская 361"
0,23,"Светлана Меркурова","Новодвинск",10.1,24,531758,1,"Аллея Печорская 1357"
0,13,"Залина Белинская","Морозовск",15.94,21,1595874,1,"ул. Богородское 193"
0,5,"Пафнутий Пахомьев","Морозовск",10.0,15,871039,1,"ул. Городецкая 969"
0,6,"Потап Анискин","Лысково",84.93,23,7912542,6,"ул. Рахмановская 290"
1,14,"Гаянэ Вострякова","Морозовск",14.76,21,2143442,1,"Аллея Щетининская 740"
0,3,"Эсмеральда Липскерова","Бакал",50.0,5,4875976,3,"Аллея Брошевская 1330"
1,3,"Шелли Афросимова","Морозовск",54.8,15,8982620,3,"ул. Новомарьинская 343"
0,3,"Василина Авсеева","Морозовск",30.78,5,4909578,3,"ул. Генерала Жадова 798"
0,9,"Герман Юхновский","Новодвинск",76.18,17,9066088,4,"Аллея Златоустинский Б. 613"
0,3,"Савелий Владимирский","Лысково",41.95,9,7827815,3,"Аллея Солнечногорская 285"
1,13,"Наиля Каткова","Морозовск",144.51,25,18442588,9,"Аллея Маевок 456"
0,3,"Стефания Ремизова","Кулебаки",97.66,8,15769554,6,"Аллея Таганский Ниж. 882"
0,3,"Тихон Винтилов","Новодвинск",95.99,5,20928889,5,"ул. Западная 60"
1,14,"Арсений Саломатов","Морозовск",18.41,24,2635676,1,"ул. Новолучанская 954"
1,19,"Демид Вонифатов","Новодвинск",69.71,22,10835425,4,"ул. Новобутаково 305"
0,1,"Дилярам Носкова","Юхнов",14.74,17,1485332,1,"Аллея Мытищинская 1260"
0,2,"Добрыня Шестаков","Лысково",16.0,6,1125116,1,"ул. Самаркандская 182"
1,21,"Онуфрий Гурский","Кулебаки",21.11,22,3022554,2,"Аллея Заревая 477"
0,3,"Раифа Шеянова","Морозовск",15.97,4,2646023,1,"ул. Таможенная 1293"
0,3,"Хадия Проклова","Бакал",24.57,12,4027802,2,"ул. Дачная 335"
1,6,"Оксана Капустина","Морозовск",13.82,7,2015608,1,"Аллея Семеновская Б. 1213"
0,2,"Гульзира Фурманова","Новодвинск",31.05,4,1967768,2,"ул. Синявинская 867"
0,13,"Пётр Жаринов","Лысково",13.49,16,1077647,1,"Аллея Предтеченский Верхн. 307"
0,6,"Фирс Никонов","Лысково",15.91,7,672069,1,"Аллея Раздельная 524"
0,6,"Феоктист Бабаевский","Кулебаки",68.01,16,4988086,7,"Аллея Сестрорецкая 1-я 34"
1,10,"Агафон Крамаренко","Лысково",14.93,15,1920878,1,"ул. Верещагина 126"
0,6,"Еремей Боровой","Чусовой",19.69,12,3247931,1,"Аллея Пушкина 695"
0,1,"Иоанна Полуяхтова","Юхнов",13.96,3,433077,1,"ул. Пилотская 1101"
0,20,"Роман Лапин","Новый Оскол",69.46,21,14706131,4,"ул. Введенского 43"
0,18,"Добрыня Гаврилин","Кулебаки",178.97,21,25522822,10,"ул. Мытищинская 1-я 166"
1,1,"Глеб Абакумов","Кулебаки",10.7,3,559339,1,"Аллея Солнцевская 287"
0,2,"Пантелеймон Ионин","Новый Оскол",11.77,8,953289,1,"Аллея Рябиновая 401"
0,2,"Олеся Жаринова","Юхнов",20.78,9,3132230,2,"ул. Краснополянская 936"
0,6,"Вадим Елизарьев","Лысково",72.13,24,7451222,4,"Аллея Мансуровская 1033"
1,11,"Мавиле Кривомазова","Озёрск",14.76,14,762957,1,"Аллея Викторио Кодовильи 319"
0,7,"Валерия Багрянцева","Бакал",64.68,17,7845562,4,"ул. Пятницкая 1118"
0,7,"Алтын Бажова","Новодвинск",17.07,17,687047,2,"Аллея Кучин 1146"
1,10,"Альба Крылова","Новодвинск",13.3,16,1983636,1,"Аллея Центральная 565"
0,2,"Никифор Горелов","Новый Оскол",24.04,5,1955459,2,"Аллея Наметкина 846"
0,7,"Кузьма Африканов","Юхнов",24.13,24,1186429,2,"ул. Достижения 1129"
1,23,"Есения Вакулова","Юхнов",11.58,24,1372112,1,"ул. Баррикадная 424"
0,14,"Офелия Полякова","Чусовой",15.33,23,1257510,1,"ул. Фортунатовская 1059"
0,2,"Мирослав Гончаров","Новый Оскол",17.1,6,911932,1,"ул. Сретенские Ворота 1004"
0,2,"Инна Лаврентьева","Юхнов",10.37,7,967570,1,"ул. Борисовские Пруды 373"
0,11,"Назар Северянин","Морозовск",38.58,24,946988,4,"Аллея Шокина 277"
1,6,"Алла Бабурова","Юхнов",79.6,10,11351997,6,"ул. Недорубова 822"
0,8,"Никодим Старченко","Озёрск",11.5,11,522764,1,"Аллея Луганская 16"
0,6,"Онуфрий Смирнов","Морозовск",101.85,11,10247306,6,"ул. Гамалеи 525"
1,1,"Индира Арсенова","Озёрск",57.03,5,12396223,3,"ул. Налесная 911"
1,1,"Ксения Пудова","Юхнов",98.34,10,9666154,6,"ул. Острякова 1400"
1,9,"Влас Купреянов","Лысково",14.55,19,1274761,1,"ул. Болдов Ручей 122"
0,12,"Лана Нехлюдова","Морозовск",20.08,24,1508285,1,"Аллея Радиальная 9-я 14"
0,6,"Николай Незнанский","Кулебаки",10.0,23,567960,1,"Аллея Городецкая 846"
0,1,"Сания Сычева","Новодвинск",66.08,4,7566672,6,"Аллея Безымянная 423"
0,1,"Донат Савёлов","Новодвинск",50.33,2,9295135,4,"ул. Соколиной Горы 10-я 1296"
1,4,"Ермолай Терентьев","Бакал",30.44,19,3401430,3,"Аллея Мещанская 1010"
0,8,"Зарема Логинова","Лысково",69.1,14,6814511,4,"Аллея Лыковская 3-я 1261"
0,2,"Дамира Светлова","Кулебаки",38.13,16,5508067,3,"ул. Черкизовская 3-я 887"
0,7,"Паисий Аверков","Юхнов",11.67,15,1045352,1,"ул. Стасовой 852"
0,1,"Любава Русакова","Лысково",68.55,3,5422255,7,"ул. Авиаторов 30"
0,7,"Никанор Заплетин","Юхнов",113.52,17,23683178,6,"ул. Юных Ленинцев 1394"
0,1,"Тарас Иевлев","Чусовой",52.69,1,7526313,3,"Аллея Головинское 684"
0,2,"Дания Щепкина","Юхнов",88.17,9,20145307,5,"Аллея Космодамианская 341"
1,12,"Станислав Богданович","Новодвинск",10.84,18,1029896,1,"Аллея Каковинский М. 1083"
0,6,"Юстин Фрай","Новый Оскол",31.18,14,2252105,3,"Аллея Рейсовая 2-я 619"
0,15,"Аполлинария Новгородцева","Новодвинск",30.7,22,3785917,2,"ул. Белы Куна 878"
0,10,"Камила Захарова","Кулебаки",16.36,11,2256588,1,"ул. Даев 1173"
0,4,"Феоктист Шаров","Новодвинск",68.21,12,12391613,4,"Аллея Можайское 1182"
0,1,"Прохор Маринин","Лысково",10.0,14,286871,1,"Аллея Северная 8-я 845"
1,5,"Айсун Верникова","Новый Оскол",22.11,16,2295633,1,"ул. Штатная 248"
1,1,"Ирма Развожаева","Лысково",27.87,2,3879186,2,"ул. Переяславская Б. 164"
0,2,"Стефания Мозжухина","Кулебаки",54.65,4,10229869,3,"ул. Архитектора Власова 1376"
1,8,"Ефрем Девяткин","Озёрск",51.86,22,10237284,4,"ул. Верещагина 660"
0,2,"Физалия Задорова","Лысково",17.18,14,1656690,1,"ул. Дольская 99"
0,4,"Эмма Мелитонова","Лысково",16.29,24,2495914,1,"ул. Кусковская 1376"
0,15,"Юрий Хлумов","Лысково",56.52,17,9681103,4,"Аллея Карпатская 1-я 405"
0,5,"Родион Комаров","Юхнов",56.41,17,8863295,3,"Аллея Светлая 147"
1,14,"Поликарп Мигулёв","Лысково",58.64,24,9680193,6,"Аллея Вокзальная 1128"
0,5,"Паула Овдокимова","Юхнов",16.64,11,2649192,1,"Аллея Ливенская 521"
0,18,"Альвиан Панов","Кулебаки",11.02,20,278101,1,"ул. Старопотаповская 735"
0,2,"Иннокентий Кузнецов","Юхнов",14.21,5,1401806,1,"Аллея Забелина 348"
0,9,"Мавиле Щекина","Бакал",16.5,15,631968,1,"Аллея Шмидта 256"
0,1,"Сесилия Щекина","Морозовск",17.17,2,1620035,1,"ул. Барболина 1270"
0,2,"Владислав Белоножко","Чусовой",113.39,14,12984647,7,"ул. Бойня 389"
1,20,"Мина Каштанов","Чусовой",10.85,25,393374,1,"ул. Измайловского Зверинца 1311"
0,5,"Платон Маринин","Новодвинск",14.67,8,2085013,1,"ул. Беговой 314"
0,1,"Альвиан Яковлев","Морозовск",12.44,5,263869,1,"Аллея Лефортовская 507"
1,5,"Рената Аксенова","Морозовск",23.63,16,807131,2,"ул. Первомайская Верхн. 931"
0,7,"Даниэла Захарьева","Новодвинск",68.18,19,9134951,4,"Аллея Лялин 1350"
0,6,"Семён Валентинов","Морозовск",46.18,11,9386146,3,"Аллея Хорошевское 405"
1,24,"Богдана Пигасьева","Кулебаки",10.0,25,302103,1,"ул. Дубровская 1-я 768"
1,7,"Мартын Субботин","Юхнов",16.18,22,2289947,1,"ул. Плеханова 1006"
0,19,"Зиновий Гоголь","Новый Оскол",54.76,22,6100236,5,"ул. Тюльпанная 89"
1,11,"Гаяна Денисьева","Юхнов",52.09,14,8516907,5,"ул. Федора Полетаева 38"
0,1,"Феоктист Купреянов","Чусовой",12.27,6,464914,1,"ул. Толмачевский Б. 10"
1,4,"Мирослав Первушин","Морозовск",29.08,9,5238974,2,"Аллея Захарьинская 544"
0,6,"Дорофей Комаров","Юхнов",27.17,7,3869076,2,"ул. Шарикоподшипниковская 383"
1,1,"Забава Шестакова","Новодвинск",86.06,1,10542190,5,"Аллея Михалковская 611"
0,2,"Юстин Авдиев","Новодвинск",18.3,12,1038470,1,"ул. Молдавская 5"
